"Gene","Regulation","Cluster"
"Ighg2c","up",3
"Lyz2","down",3
"Ftl1","down",3
"Fth1","down",3
"Nckap5","down",3
"Acaa1b","down",3
"Chil3","down",3
"Aqp5","down",3
"Cd9","down",3
"Clec1a","down",3
"Ccl5","up",3
