"Gene","Regulation","Cluster"
"Hmgb2","up",10
"H2afz","up",10
"Hist1h2ap","up",10
"Birc5","up",10
"Pclaf","up",10
"Stmn1","up",10
"Tubb5","up",10
"Top2a","up",10
"Tuba1b","up",10
"Mis18bp1","up",10
"Nuf2","up",10
"Lockd","up",10
"Kif20a","up",10
"Hmgn2","up",10
"Cks1b","up",10
