"Gene","Regulation","Cluster"
"Ccl21a","up",15
"Prox1","up",15
"Gng11","up",15
"Tshz2","up",15
"Gm1673","up",15
"Mmrn1","up",15
"Ear2","down",15
"Ptx3","up",15
"Rcn3","up",15
