"Gene","Regulation","Cluster"
"Chil3","up",0
"Ftl1","up",0
"Ccl6","up",0
"Cd9","up",0
"Lpl","up",0
"Fth1","up",0
"Cebpb","up",0
"Ear2","up",0
"Lyz2","up",0
"Cd44","up",0
"Fabp1","up",0
"Ctsd","up",0
"Actb","up",0
"Ctss","up",0
"Psap","up",0
"Acaa1b","up",0
"Ear1","up",0
"Mt1","up",0
"Abcg1","up",0
