"Gene","Regulation","Cluster"
"Sftpc","up",2
"Sftpa1","up",2
"Sftpb","up",2
"Cxcl15","up",2
"Lyz2","up",2
"Npc2","up",2
"Sftpd","up",2
"Scd1","up",2
"Sfta2","up",2
"Slc34a2","up",2
"Wfdc2","up",2
"Cbr2","up",2
"Chil1","up",2
"Napsa","up",2
