"Gene","33"
"SLC19A1","up"
"MRTO4","up"
"TMEM97","up"
"RRP9","up"
"PES1","up"
"TFB2M","up"
"EXOSC5","up"
"IPO4","up"
"NDUFAF4","up"
"NOC4L","up"
"MYC","up"
"SRM","up"
"PA2G4","up"
"GNL3","up"
"NOLC1","up"
"WDR43","up"
"RABEPK","up"
"NOP16","up"
"TBRG4","up"
"DDX18","up"
"NIP7","up"
"WDR74","up"
"BYSL","up"
"HSPD1","up"
"PLK4","up"
"NOP2","up"
"PPAN","up"
"NOP56","up"
"RCL1","up"
"NPM1","up"
"AIMP2","up"
"RRP12","up"
"PPRC1","up"
"TCOF1","up"
"MCM5","up"
"HK2","up"
"CBX3","up"
"PLK1","up"
"PHB","up"
"MCM4","up"
"CDK4","up"
"DUSP2","up"
"MYBBP1A","up"
"UTP20","up"
"PRMT3","up"
"FARSA","up"
"MAP3K6","up"
"LAS1L","up"
"PUS1","up"
"HSPE1","up"
"SLC29A2","up"
"DCTPP1","up"
"SUPV3L1","up"
"SORD","up"
"IMP4","up"
"GRWD1","up"
"UNG","up"
"MPHOSPH10","up"
